#rbin[i] Nr[i] lbin[i] Nl[i]
 0.000000 0.000000 0.000000 0.000019 
 0.000030 0.000000 0.000030 0.000048 
 0.000060 0.000000 0.000060 0.000132 
 0.000090 0.000000 0.000090 0.000150 
 0.000120 0.000000 0.000120 0.000190 
 0.000150 0.000000 0.000150 0.000215 
 0.000180 0.000000 0.000180 0.000244 
 0.000210 0.000000 0.000210 0.000292 
 0.000240 0.000000 0.000240 0.000297 
 0.000270 0.000000 0.000270 0.000355 
 0.000300 0.000000 0.000300 0.000388 
 0.000330 0.000000 0.000330 0.000359 
 0.000360 0.000000 0.000360 0.000406 
 0.000390 0.000000 0.000390 0.000420 
 0.000420 0.000000 0.000420 0.000433 
 0.000450 0.000000 0.000450 0.000498 
 0.000480 0.000000 0.000480 0.000499 
 0.000510 0.000000 0.000510 0.000510 
 0.000540 0.000000 0.000540 0.000542 
 0.000570 0.000000 0.000570 0.000533 
 0.000600 0.000000 0.000600 0.000553 
 0.000630 0.000000 0.000630 0.000576 
 0.000660 0.000000 0.000660 0.000572 
 0.000690 0.000000 0.000690 0.000557 
 0.000720 0.000000 0.000720 0.000580 
 0.000750 0.000000 0.000750 0.000603 
 0.000780 0.000000 0.000780 0.000601 
 0.000810 0.000000 0.000810 0.000594 
 0.000840 0.000000 0.000840 0.000569 
 0.000870 0.000000 0.000870 0.000644 
 0.000900 0.000000 0.000900 0.000612 
 0.000930 0.000000 0.000930 0.000613 
 0.000960 0.000000 0.000960 0.000627 
 0.000990 0.000000 0.000990 0.000601 
 0.001020 0.000000 0.001020 0.000653 
 0.001050 0.000000 0.001050 0.000628 
 0.001080 0.000000 0.001080 0.000659 
 0.001110 0.000000 0.001110 0.000678 
 0.001140 0.000000 0.001140 0.000644 
 0.001170 0.000000 0.001170 0.000669 
 0.001200 0.000000 0.001200 0.000686 
 0.001230 0.000000 0.001230 0.000738 
 0.001260 0.000000 0.001260 0.000712 
 0.001290 0.000000 0.001290 0.000731 
 0.001320 0.000001 0.001320 0.000753 
 0.001350 0.000000 0.001350 0.000775 
 0.001380 0.000000 0.001380 0.000796 
 0.001410 0.000000 0.001410 0.000842 
 0.001440 0.000000 0.001440 0.000885 
 0.001470 0.000000 0.001470 0.000888 
 0.001500 0.000000 0.001500 0.000919 
 0.001530 0.000001 0.001530 0.000954 
 0.001560 0.000000 0.001560 0.001033 
 0.001590 0.000000 0.001590 0.001098 
 0.001620 0.000001 0.001620 0.001160 
 0.001650 0.000000 0.001650 0.001146 
 0.001680 0.000000 0.001680 0.001228 
 0.001710 0.000000 0.001710 0.001326 
 0.001740 0.000000 0.001740 0.001361 
 0.001770 0.000000 0.001770 0.001446 
 0.001800 0.000000 0.001800 0.001522 
 0.001830 0.000000 0.001830 0.001532 
 0.001860 0.000001 0.001860 0.001646 
 0.001890 0.000001 0.001890 0.001682 
 0.001920 0.000000 0.001920 0.001801 
 0.001950 0.000000 0.001950 0.001869 
 0.001980 0.000000 0.001980 0.001975 
 0.002010 0.000000 0.002010 0.001991 
 0.002040 0.000000 0.002040 0.002141 
 0.002070 0.000000 0.002070 0.002150 
 0.002100 0.000000 0.002100 0.002284 
 0.002130 0.000000 0.002130 0.002327 
 0.002160 0.000000 0.002160 0.002421 
 0.002190 0.000000 0.002190 0.002490 
 0.002220 0.000002 0.002220 0.002599 
 0.002250 0.000001 0.002250 0.002718 
 0.002280 0.000000 0.002280 0.002741 
 0.002310 0.000000 0.002310 0.002823 
